LevelingScore,Person,DateCollected,ImageType,GSCamera,PanelID,State,FilePath
9.0,,,DD,,25-135,flat,data\flat\9\Leveling-9_GS-25-135_0degrees_flat (5).png
9.0,,,DD,,25-135,flat,data\flat\9\Leveling-9_GS-25-135_0degrees_flat.png
8.3,,,DD,,25-147,flat,data\flat\9\Leveling-9_GS-25-147_0degrees_flat (1).png
8.3,,,DD,,25-147,flat,data\flat\9\Leveling-9_GS-25-147_0degrees_flat (2).png
8.3,,,DD,,25-147,flat,data\flat\9\Leveling-9_GS-25-147_0degrees_flat (3).png
8.3,,,DD,,25-147,flat,data\flat\9\Leveling-9_GS-25-147_0degrees_flat (4).png
8.3,,,DD,,25-147,flat,data\flat\9\Leveling-9_GS-25-147_0degrees_flat (5).png
8.3,,,DD,,25-147,flat,data\flat\9\Leveling-9_GS-25-147_0degrees_flat.png
9.5,,,DD,,25-149,flat,data\flat\9\Leveling-9_GS-25-149_0degrees_flat (1).png
9.5,,,DD,,25-149,flat,data\flat\9\Leveling-9_GS-25-149_0degrees_flat (2).png
9.5,,,DD,,25-149,flat,data\flat\9\Leveling-9_GS-25-149_0degrees_flat (3).png
9.5,,,DD,,25-149,flat,data\flat\9\Leveling-9_GS-25-149_0degrees_flat (4).png
9.5,,,DD,,25-149,flat,data\flat\9\Leveling-9_GS-25-149_0degrees_flat (5).png
9.5,,,DD,,25-149,flat,data\flat\9\Leveling-9_GS-25-149_0degrees_flat.png
1.0,Chase,6.2.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{Chase}_D{6.2.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{FLAT}_0degrees_flat (2).png
1.0,Chase,6.2.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{Chase}_D{6.2.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{FLAT}_0degrees_flat.png
1.0,Chase,6.2.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{Chase}_D{6.2.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (2).png
1.0,Chase,6.2.2026,STD,Rob2BCAWPWU,,raw,data_new\1\{Leveling-1}P{Chase}_D{6.2.2026}_type(STD)_GS{Rob2BCAWPWU}_State{Raw}_0degrees.png
1.0,Chase,6.3.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{Chase}_D{6.3.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
1.0,Chase,6.3.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{Chase}_D{6.3.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
1.0,Chase,6.3.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{Chase}_D{6.3.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
1.0,Chase,6.3.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{Chase}_D{6.3.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
1.0,Chase,6.5.2026,STD,Rob2BDR-9F02,,raw,data_new\1\{Leveling-1}P{Chase}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees (1).png
1.0,Chase,6.5.2026,STD,Rob2BDR-9F02,,raw,data_new\1\{Leveling-1}P{Chase}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees.png
1.0,Chase,6.5.2026,STD,Rob2BDR-9F02,,flat,data_new\1\{Leveling-1}P{Chase}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat (1).png
1.0,Chase,6.5.2026,STD,Rob2BDR-9F02,,flat,data_new\1\{Leveling-1}P{Chase}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat.png
1.0,David,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{David}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
1.0,David,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{David}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
1.0,David,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{David}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
1.0,David,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{David}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
1.0,David,6.5.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
1.0,David,6.5.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
1.0,David,6.5.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
1.0,David,6.5.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
1.0,David,6.5.2026,STD,Rob2BDR-9F0Z,,raw,data_new\1\{Leveling-1}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F0Z}_State{Raw}_0degrees (1).png
1.0,David,6.5.2026,STD,Rob2BDR-9F0Z,,raw,data_new\1\{Leveling-1}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F0Z}_State{Raw}_0degrees.png
1.0,David,6.5.2026,STD,Rob2BDR-9F0Z,,flat,data_new\1\{Leveling-1}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F0Z}_State{Raw}_0degrees_flat (1).png
1.0,David,6.5.2026,STD,Rob2BDR-9F0Z,,flat,data_new\1\{Leveling-1}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F0Z}_State{Raw}_0degrees_flat.png
1.0,David,6.8.2026,STD,Rob2BDR-9F02,,raw,data_new\1\{Leveling-1}P{David}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees (1).png
1.0,David,6.8.2026,STD,Rob2BDR-9F02,,raw,data_new\1\{Leveling-1}P{David}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees.png
1.0,David,6.8.2026,STD,Rob2BDR-9F02,,flat,data_new\1\{Leveling-1}P{David}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat (1).png
1.0,David,6.8.2026,STD,Rob2BDR-9F02,,flat,data_new\1\{Leveling-1}P{David}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat.png
1.0,Nicole,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{Nicole}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
1.0,Nicole,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{Nicole}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (2).png
1.0,Nicole,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{Nicole}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
1.0,Nicole,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{Nicole}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (2).png
1.0,Nicole,6.5.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
1.0,Nicole,6.5.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
1.0,Nicole,6.5.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
1.0,Nicole,6.5.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
1.0,Nicole,6.5.2026,STD,Rob2BDR-9F02,,raw,data_new\1\{Leveling-1}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees (1).png
1.0,Nicole,6.5.2026,STD,Rob2BDR-9F02,,raw,data_new\1\{Leveling-1}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees.png
1.0,Nicole,6.5.2026,STD,Rob2BDR-9F02,,flat,data_new\1\{Leveling-1}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat (1).png
1.0,Nicole,6.5.2026,STD,Rob2BDR-9F02,,flat,data_new\1\{Leveling-1}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat.png
1.0,Nicole,6.8.2026,STD,Rob2BDR-9F02,,raw,data_new\1\{Leveling-1}P{Nicole}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees (2).png
1.0,Nicole,6.8.2026,STD,Rob2BDR-9F02,,raw,data_new\1\{Leveling-1}P{Nicole}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees (3).png
1.0,Nicole,6.8.2026,STD,Rob2BDR-9F02,,flat,data_new\1\{Leveling-1}P{Nicole}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat (2).png
1.0,Nicole,6.8.2026,STD,Rob2BDR-9F02,,flat,data_new\1\{Leveling-1}P{Nicole}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat (3).png
1.0,Pride,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{Pride}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
1.0,Pride,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\1\{Leveling-1}P{Pride}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
1.0,Pride,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{Pride}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
1.0,Pride,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\1\{Leveling-1}P{Pride}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
2.0,Chase,6.2.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{Chase}_D{6.2.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{FLAT}_0degrees_flat (1).png
2.0,Chase,6.2.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{Chase}_D{6.2.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{FLAT}_0degrees_flat.png
2.0,Chase,6.2.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{Chase}_D{6.2.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
2.0,Chase,6.2.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{Chase}_D{6.2.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
2.0,Chase,6.3.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{Chase}_D{6.3.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
2.0,Chase,6.3.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{Chase}_D{6.3.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
2.0,Chase,6.3.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{Chase}_D{6.3.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
2.0,Chase,6.3.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{Chase}_D{6.3.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
2.0,Chase,6.5.2026,STD,Rob2BDR-9F02,,raw,data_new\2\{Leveling-2}P{Chase}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees (1).png
2.0,Chase,6.5.2026,STD,Rob2BDR-9F02,,raw,data_new\2\{Leveling-2}P{Chase}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees.png
2.0,Chase,6.5.2026,STD,Rob2BDR-9F02,,flat,data_new\2\{Leveling-2}P{Chase}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat (1).png
2.0,Chase,6.5.2026,STD,Rob2BDR-9F02,,flat,data_new\2\{Leveling-2}P{Chase}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat.png
2.0,David,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{David}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
2.0,David,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{David}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
2.0,David,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{David}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
2.0,David,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{David}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
2.0,David,6.5.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
2.0,David,6.5.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
2.0,David,6.5.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
2.0,David,6.5.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
2.0,David,6.5.2026,STD,Rob2BDR-9F0Z,,raw,data_new\2\{Leveling-2}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F0Z}_State{Raw}_0degrees (1).png
2.0,David,6.5.2026,STD,Rob2BDR-9F0Z,,raw,data_new\2\{Leveling-2}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F0Z}_State{Raw}_0degrees.png
2.0,David,6.5.2026,STD,Rob2BDR-9F0Z,,flat,data_new\2\{Leveling-2}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F0Z}_State{Raw}_0degrees_flat (1).png
2.0,David,6.5.2026,STD,Rob2BDR-9F0Z,,flat,data_new\2\{Leveling-2}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F0Z}_State{Raw}_0degrees_flat.png
2.0,David,6.8.2026,STD,Rob2BDR-9F02,,raw,data_new\2\{Leveling-2}P{David}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees (1).png
2.0,David,6.8.2026,STD,Rob2BDR-9F02,,raw,data_new\2\{Leveling-2}P{David}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees.png
2.0,David,6.8.2026,STD,Rob2BDR-9F02,,flat,data_new\2\{Leveling-2}P{David}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat (1).png
2.0,David,6.8.2026,STD,Rob2BDR-9F02,,flat,data_new\2\{Leveling-2}P{David}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat.png
2.0,Nicole,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{Nicole}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
2.0,Nicole,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{Nicole}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
2.0,Nicole,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{Nicole}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
2.0,Nicole,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{Nicole}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
2.0,Nicole,6.5.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
2.0,Nicole,6.5.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
2.0,Nicole,6.5.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
2.0,Nicole,6.5.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
2.0,Nicole,6.5.2026,STD,Rob2BDR-9F02,,raw,data_new\2\{Leveling-2}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees (1).png
2.0,Nicole,6.5.2026,STD,Rob2BDR-9F02,,raw,data_new\2\{Leveling-2}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees.png
2.0,Nicole,6.5.2026,STD,Rob2BDR-9F02,,flat,data_new\2\{Leveling-2}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat (1).png
2.0,Nicole,6.5.2026,STD,Rob2BDR-9F02,,flat,data_new\2\{Leveling-2}P{Nicole}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat.png
2.0,Nicole,6.8.2026,STD,Rob2BDR-9F02,,raw,data_new\2\{Leveling-2}P{Nicole}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees (2).png
2.0,Nicole,6.8.2026,STD,Rob2BDR-9F02,,raw,data_new\2\{Leveling-2}P{Nicole}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees (3).png
2.0,Nicole,6.8.2026,STD,Rob2BDR-9F02,,flat,data_new\2\{Leveling-2}P{Nicole}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat (2).png
2.0,Nicole,6.8.2026,STD,Rob2BDR-9F02,,flat,data_new\2\{Leveling-2}P{Nicole}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat (3).png
2.0,Pride,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{Pride}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
2.0,Pride,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\2\{Leveling-2}P{Pride}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
2.0,Pride,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{Pride}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
2.0,Pride,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\2\{Leveling-2}P{Pride}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
3.0,Chase,6.2.2026,STD,Rob2BCA-WPWU,,flat,data_new\3\{Leveling-3}P{Chase}_D{6.2.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{FLAT}_0degrees_flat (1).png
3.0,Chase,6.2.2026,STD,Rob2BCA-WPWU,,flat,data_new\3\{Leveling-3}P{Chase}_D{6.2.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{FLAT}_0degrees_flat.png
3.0,Chase,6.2.2026,STD,Rob2BCA-WPWU,,raw,data_new\3\{Leveling-3}P{Chase}_D{6.2.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
3.0,Chase,6.2.2026,STD,Rob2BCA-WPWU,,raw,data_new\3\{Leveling-3}P{Chase}_D{6.2.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
3.0,Chase,6.3.2026,STD,Rob2BCA-WPWU,,raw,data_new\3\{Leveling-3}P{Chase}_D{6.3.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
3.0,Chase,6.3.2026,STD,Rob2BCA-WPWU,,raw,data_new\3\{Leveling-3}P{Chase}_D{6.3.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
3.0,Chase,6.3.2026,STD,Rob2BCA-WPWU,,flat,data_new\3\{Leveling-3}P{Chase}_D{6.3.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
3.0,Chase,6.3.2026,STD,Rob2BCA-WPWU,,flat,data_new\3\{Leveling-3}P{Chase}_D{6.3.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
3.0,Chase,6.5.2026,STD,Rob2BDR-9F02,,raw,data_new\3\{Leveling-3}P{Chase}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees (1).png
3.0,Chase,6.5.2026,STD,Rob2BDR-9F02,,raw,data_new\3\{Leveling-3}P{Chase}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees.png
3.0,Chase,6.5.2026,STD,Rob2BDR-9F02,,flat,data_new\3\{Leveling-3}P{Chase}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat (1).png
3.0,Chase,6.5.2026,STD,Rob2BDR-9F02,,flat,data_new\3\{Leveling-3}P{Chase}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat.png
3.0,David,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\3\{Leveling-3}P{David}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
3.0,David,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\3\{Leveling-3}P{David}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
3.0,David,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\3\{Leveling-3}P{David}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
3.0,David,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\3\{Leveling-3}P{David}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
3.0,David,6.5.2026,STD,Rob2BCA-WPWU,,raw,data_new\3\{Leveling-3}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
3.0,David,6.5.2026,STD,Rob2BCA-WPWU,,raw,data_new\3\{Leveling-3}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
3.0,David,6.5.2026,STD,Rob2BCA-WPWU,,flat,data_new\3\{Leveling-3}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
3.0,David,6.5.2026,STD,Rob2BCA-WPWU,,flat,data_new\3\{Leveling-3}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat.png
3.0,David,6.5.2026,STD,Rob2BDR-9F0Z,,raw,data_new\3\{Leveling-3}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F0Z}_State{Raw}_0degrees (1).png
3.0,David,6.5.2026,STD,Rob2BDR-9F0Z,,raw,data_new\3\{Leveling-3}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F0Z}_State{Raw}_0degrees.png
3.0,David,6.5.2026,STD,Rob2BDR-9F0Z,,flat,data_new\3\{Leveling-3}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F0Z}_State{Raw}_0degrees_flat (1).png
3.0,David,6.5.2026,STD,Rob2BDR-9F0Z,,flat,data_new\3\{Leveling-3}P{David}_D{6.5.2026}_type(STD)_GS{Rob2BDR-9F0Z}_State{Raw}_0degrees_flat.png
3.0,David,6.8.2026,STD,Rob2BDR-9F02,,raw,data_new\3\{Leveling-3}P{David}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees (1).png
3.0,David,6.8.2026,STD,Rob2BDR-9F02,,raw,data_new\3\{Leveling-3}P{David}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees.png
3.0,David,6.8.2026,STD,Rob2BDR-9F02,,flat,data_new\3\{Leveling-3}P{David}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat (1).png
3.0,David,6.8.2026,STD,Rob2BDR-9F02,,flat,data_new\3\{Leveling-3}P{David}_D{6.8.2026}_type(STD)_GS{Rob2BDR-9F02}_State{Raw}_0degrees_flat.png
3.0,Nicole,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\3\{Leveling-3}P{Nicole}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees (1).png
3.0,Nicole,6.4.2026,STD,Rob2BCA-WPWU,,raw,data_new\3\{Leveling-3}P{Nicole}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees.png
3.0,Nicole,6.4.2026,STD,Rob2BCA-WPWU,,flat,data_new\3\{Leveling-3}P{Nicole}_D{6.4.2026}_type(STD)_GS{Rob2BCA-WPWU}_State{Raw}_0degrees_flat (1).png
